 
 
                   ###################################################
                   #                                                 #
                   #      GENLINPRED UNCERTAINTY/ERROR ANALYSIS      #
                   #                                                 #
                   ###################################################
 
 
 
                   ANALYSIS DETAILS
                   ----------------
 
    Name of PEST control file                                   : linunc.pst
    Factor by which to multiply observation weights             : 1.0000
    Source of parameter uncertainty data                        : uncertainty file
    Name of uncertainty file                                    : param.unc
 
    Perform global parameter estimability analysis              : yes
         Parameter identifiability                              : yes
         Relative parameter error reduction                     : no
         Relative parameter uncertainty reduction               : yes
 
    Analyse error/uncertainty of an entity                      : yes
         Name of entity                                         : p-trib_1
         Type of entity                                         : prediction
         File containing prediction sensitivities               : linunc.jco
 
         Total error variance                                   : yes
         Total uncertainty                                      : yes
 
         Parameter contributions to error variance              : no
         Parameter contributions to uncertainty                 : yes
         Parameter contributions                                : by group
 
         Observation worth in reducing error variance           : no
         Observation worth in reducing uncertainty variance     : yes
         Observation worth                                      : by group


                   ANALYSIS OF PARAMETERS
                   ----------------------


 Outcomes of running program SUPCALC ----->
 
    Number of dimensions of calibration solution space = 20
    Number of dimensions of calibration null space     = 2185

 Outcomes of parameter identifiability and error/uncertainty variance reduction analysis ----->
 
    Parameter              Identifiability        Rel_uncert_var_redn
    rchpp458                2.1182709E-03          8.4071600E-02
    rchpp459                3.0017183E-03          7.9024100E-02
    rchpp460                1.2399090E-03          5.7867400E-02
    rchpp461                1.8052280E-03          8.3609200E-02
    rchpp462                3.6940050E-04          5.9075500E-02
    rchpp463                5.2663232E-06          3.7008000E-02
    rchpp464                2.2766808E-06          3.5390200E-02
    rchpp465                4.1883027E-07          1.9186100E-02
    rchpp466                1.6977141E-07          1.2930100E-02
    rchpp467                1.5167176E-06          5.9201000E-03
    rchpp468                4.9134025E-06          1.1323800E-02
    rchpp469                1.1796769E-04          4.0816500E-02
    rchpp470                1.5443304E-05          1.7516800E-02
    rchpp471                2.1298386E-03          0.1013693
    rchpp472                3.9437053E-05          3.0392000E-02
    rchpp473                1.0165369E-03          2.8817400E-02
    rchpp474                6.3695910E-04          2.9355900E-02
    rchpp475                1.0914834E-04          8.1729000E-03
    rchpp476                1.9633034E-04          8.5468000E-03
    rchpp477                2.4357756E-04          1.2812000E-02
    rchpp478                2.2511434E-04          3.1284300E-02
    rchpp479                1.0672519E-04          2.5654300E-02
    rchpp480                2.0607943E-04          4.1215300E-02
    rchpp481                3.3130109E-04          5.7604000E-02
    rchpp482                8.8100877E-04          6.4206400E-02
    rchpp483                6.1552762E-04          6.4249300E-02
    rchpp484                6.3884538E-04          4.3757500E-02
    rchpp485                5.4171070E-04          2.9483100E-02
    rchpp486                7.2138930E-04          3.3123900E-02
    rchpp487                3.6620807E-04          1.9740700E-02
    rchpp488                2.0378083E-04          2.0272900E-02
    rchpp489                9.2252691E-05          1.2317300E-02
    rchpp490                3.6045070E-05          9.6566000E-03
    rchpp491                9.2870806E-05          1.0316900E-02
    rchpp492                8.4325204E-05          1.1734800E-02
    rchpp493                4.9708620E-05          1.0209100E-02
    rchpp494                7.1008846E-05          1.0331900E-02
    rchpp495                2.9674663E-04          1.2656300E-02
    rchpp496                4.3972214E-05          1.1712300E-02
    rchpp497                5.7074904E-06          1.1628900E-02
    rchpp498                3.4582205E-04          7.2176000E-02
    rchpp499                2.7019699E-04          4.4781000E-02
    rchpp500                4.0664035E-04          6.6927900E-02
    rchpp501                9.1985598E-04          6.8791500E-02
    rchpp502                5.1361350E-04          6.3797900E-02
    rchpp503                1.4161737E-03          8.3569100E-02
    rchpp504                1.4254565E-03          9.8991600E-02
    rchpp505                1.9365371E-02          0.1220100
    rchpp506                8.0172130E-04          9.4632900E-02
    rchpp507                1.1356057E-03          9.0629200E-02
    rchpp508                2.0095595E-04          7.1038200E-02
    rchpp509                1.4985483E-02          0.1183950
    rchpp510                5.0406427E-03          0.1243371
    rchpp511                4.7869574E-04          6.3186300E-02
    rchpp512                1.2612432E-03          8.5552800E-02
    rchpp513                1.3371196E-03          8.0841800E-02
    rchpp514                1.1432685E-03          9.2395100E-02
    rchpp515                3.2749304E-04          5.8714700E-02
    rchpp516                9.4317793E-04          4.9654800E-02
    rchpp517                7.6048977E-04          3.3156600E-02
    rchpp518                8.2805427E-04          5.3143300E-02
    rchpp519                4.3294431E-04          4.1643100E-02
    rchpp520                3.8356522E-04          3.1744800E-02
    rchpp521                1.2728744E-03          3.9883600E-02
    rchpp522                2.9225026E-04          1.6989900E-02
    rchpp523                1.5317479E-04          1.7728000E-02
 
    Note: run IDENTPAR yourself to see identiability contributions by different solution 
    space eigencomponents.


                   ANALYSIS OF PREDICTION
                   ----------------------

 PREDVAR1 analysis for prediction "p-trib_1" ----->

    Sing_val       Null-space       Soln-space     Total             Total
    index          term             term           variance          std_dev
    --------       ----------       ----------     --------          -------
       0             5304716.         0.000000       5304716.          2303.197    
       1             5304491.        8.3643490E-04   5304491.          2303.148    
       2             4606499.         23.53600       4606523.          2146.281    
       3             3931845.         46.93049       3931891.          1982.900    
       4             260378.7         1723.617       262102.4          511.9594    
       5             185366.8         1819.854       187186.7          432.6508    
       6             157621.4         1840.277       159461.6          399.3264    
       7             139505.8         1875.478       141381.3          376.0070    
       8             131138.7         1905.350       133044.1          364.7521    
       9             117157.2         1933.943       119091.1          345.0958    
      10             117141.1         1934.139       119075.2          345.0727    
      11             99421.26         1961.238       101382.5          318.4062    
      12             99155.78         1961.368       101117.1          317.9892    
      13             90779.02         1981.540       92760.56          304.5662    
      14             90731.96         1982.420       92714.38          304.4904    
      15             72049.74         2137.282       74187.03          272.3730    
      16             54267.38         2379.846       56647.22          238.0068    
      17             54211.65         2428.220       56639.87          237.9913    
      18             50424.21         2502.232       52926.44          230.0575    
      19             40766.94         2827.402       43594.34          208.7926    
      20             39496.91         2959.876       42456.79          206.0505    
      21             39142.74         961305.3       1000448.          1000.224    
      22             39141.74        1.0000000E+35  1.0000000E+35     3.1622777E+17
      23             39140.60        1.0000000E+35  1.0000000E+35     3.1622777E+17
      24             39143.07        1.0000000E+35  1.0000000E+35     3.1622777E+17
      25             39145.31        1.0000000E+35  1.0000000E+35     3.1622777E+17
      26             39145.89        1.0000000E+35  1.0000000E+35     3.1622777E+17
      27             39145.00        1.0000000E+35  1.0000000E+35     3.1622777E+17
      28             39138.57        1.0000000E+35  1.0000000E+35     3.1622777E+17
      29             39137.77        1.0000000E+35  1.0000000E+35     3.1622777E+17
      30             39136.46        1.0000000E+35  1.0000000E+35     3.1622777E+17
      31             39136.54        1.0000000E+35  1.0000000E+35     3.1622777E+17
      32             39136.43        1.0000000E+35  1.0000000E+35     3.1622777E+17
      33             39136.42        1.0000000E+35  1.0000000E+35     3.1622777E+17
      34             39136.13        1.0000000E+35  1.0000000E+35     3.1622777E+17
      35             39135.98        1.0000000E+35  1.0000000E+35     3.1622777E+17
      36             39136.03        1.0000000E+35  1.0000000E+35     3.1622777E+17
      37             39136.10        1.0000000E+35  1.0000000E+35     3.1622777E+17
      38             39136.08        1.0000000E+35  1.0000000E+35     3.1622777E+17
      39             39135.63        1.0000000E+35  1.0000000E+35     3.1622777E+17
      40             39135.69        1.0000000E+35  1.0000000E+35     3.1622777E+17
      41             39135.55        1.0000000E+35  1.0000000E+35     3.1622777E+17
      42             39135.14        1.0000000E+35  1.0000000E+35     3.1622777E+17
      43             39134.26        1.0000000E+35  1.0000000E+35     3.1622777E+17
      44             39134.27        1.0000000E+35  1.0000000E+35     3.1622777E+17
      45             39132.59        1.0000000E+35  1.0000000E+35     3.1622777E+17
      46             39132.39        1.0000000E+35  1.0000000E+35     3.1622777E+17
      47             39132.35        1.0000000E+35  1.0000000E+35     3.1622777E+17
      48             39132.36        1.0000000E+35  1.0000000E+35     3.1622777E+17
      49             39132.88        1.0000000E+35  1.0000000E+35     3.1622777E+17
      50             39134.74        1.0000000E+35  1.0000000E+35     3.1622777E+17
      51             39136.82        1.0000000E+35  1.0000000E+35     3.1622777E+17
      52             39138.52        1.0000000E+35  1.0000000E+35     3.1622777E+17
      53             39139.81        1.0000000E+35  1.0000000E+35     3.1622777E+17
      54             39140.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
      55             39140.46        1.0000000E+35  1.0000000E+35     3.1622777E+17
      56             39140.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
      57             39140.31        1.0000000E+35  1.0000000E+35     3.1622777E+17
      58             39140.50        1.0000000E+35  1.0000000E+35     3.1622777E+17
      59             39140.55        1.0000000E+35  1.0000000E+35     3.1622777E+17
      60             39140.40        1.0000000E+35  1.0000000E+35     3.1622777E+17
      61             39137.54        1.0000000E+35  1.0000000E+35     3.1622777E+17
      62             39137.20        1.0000000E+35  1.0000000E+35     3.1622777E+17
      63             39136.78        1.0000000E+35  1.0000000E+35     3.1622777E+17
      64             39133.95        1.0000000E+35  1.0000000E+35     3.1622777E+17
      65             39133.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
      66             39130.72        1.0000000E+35  1.0000000E+35     3.1622777E+17
      67             39128.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
      68             39127.93        1.0000000E+35  1.0000000E+35     3.1622777E+17
      69             39125.67        1.0000000E+35  1.0000000E+35     3.1622777E+17
      70             39125.36        1.0000000E+35  1.0000000E+35     3.1622777E+17
      71             39125.21        1.0000000E+35  1.0000000E+35     3.1622777E+17
      72             39125.11        1.0000000E+35  1.0000000E+35     3.1622777E+17
      73             39125.15        1.0000000E+35  1.0000000E+35     3.1622777E+17
      74             39125.20        1.0000000E+35  1.0000000E+35     3.1622777E+17
      75             39125.41        1.0000000E+35  1.0000000E+35     3.1622777E+17
      76             39125.74        1.0000000E+35  1.0000000E+35     3.1622777E+17
      77             39125.93        1.0000000E+35  1.0000000E+35     3.1622777E+17
      78             39125.59        1.0000000E+35  1.0000000E+35     3.1622777E+17
      79             39125.65        1.0000000E+35  1.0000000E+35     3.1622777E+17
      80             39124.58        1.0000000E+35  1.0000000E+35     3.1622777E+17
      81             39123.93        1.0000000E+35  1.0000000E+35     3.1622777E+17
      82             39121.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
      83             39115.61        1.0000000E+35  1.0000000E+35     3.1622777E+17
      84             39111.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
      85             39104.56        1.0000000E+35  1.0000000E+35     3.1622777E+17
      86             39096.32        1.0000000E+35  1.0000000E+35     3.1622777E+17
      87             39092.53        1.0000000E+35  1.0000000E+35     3.1622777E+17
      88             39089.01        1.0000000E+35  1.0000000E+35     3.1622777E+17
      89             39089.62        1.0000000E+35  1.0000000E+35     3.1622777E+17
      90             39092.53        1.0000000E+35  1.0000000E+35     3.1622777E+17
      91             39097.00        1.0000000E+35  1.0000000E+35     3.1622777E+17
      92             39102.36        1.0000000E+35  1.0000000E+35     3.1622777E+17
      93             39107.63        1.0000000E+35  1.0000000E+35     3.1622777E+17
      94             39112.04        1.0000000E+35  1.0000000E+35     3.1622777E+17
      95             39115.80        1.0000000E+35  1.0000000E+35     3.1622777E+17
      96             39119.43        1.0000000E+35  1.0000000E+35     3.1622777E+17
      97             39122.66        1.0000000E+35  1.0000000E+35     3.1622777E+17
      98             39125.19        1.0000000E+35  1.0000000E+35     3.1622777E+17
      99             39127.04        1.0000000E+35  1.0000000E+35     3.1622777E+17
     100             39127.38        1.0000000E+35  1.0000000E+35     3.1622777E+17
     101             39127.22        1.0000000E+35  1.0000000E+35     3.1622777E+17
     102             39121.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     103             39120.79        1.0000000E+35  1.0000000E+35     3.1622777E+17
     104             39119.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
     105             39117.38        1.0000000E+35  1.0000000E+35     3.1622777E+17
     106             39115.33        1.0000000E+35  1.0000000E+35     3.1622777E+17
     107             39113.19        1.0000000E+35  1.0000000E+35     3.1622777E+17
     108             39107.18        1.0000000E+35  1.0000000E+35     3.1622777E+17
     109             39101.47        1.0000000E+35  1.0000000E+35     3.1622777E+17
     110             39096.13        1.0000000E+35  1.0000000E+35     3.1622777E+17
     111             39094.64        1.0000000E+35  1.0000000E+35     3.1622777E+17
     112             39093.41        1.0000000E+35  1.0000000E+35     3.1622777E+17
     113             39090.45        1.0000000E+35  1.0000000E+35     3.1622777E+17
     114             39069.60        1.0000000E+35  1.0000000E+35     3.1622777E+17
     115             39062.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     116             39055.74        1.0000000E+35  1.0000000E+35     3.1622777E+17
     117             39048.35        1.0000000E+35  1.0000000E+35     3.1622777E+17
     118             39047.01        1.0000000E+35  1.0000000E+35     3.1622777E+17
     119             39048.67        1.0000000E+35  1.0000000E+35     3.1622777E+17
     120             39043.66        1.0000000E+35  1.0000000E+35     3.1622777E+17
     121             39047.59        1.0000000E+35  1.0000000E+35     3.1622777E+17
     122             39046.54        1.0000000E+35  1.0000000E+35     3.1622777E+17
     123             39045.81        1.0000000E+35  1.0000000E+35     3.1622777E+17
     124             39047.61        1.0000000E+35  1.0000000E+35     3.1622777E+17
     125             39047.66        1.0000000E+35  1.0000000E+35     3.1622777E+17
     126             38944.16        1.0000000E+35  1.0000000E+35     3.1622777E+17
     127             38943.20        1.0000000E+35  1.0000000E+35     3.1622777E+17
     128             38890.69        1.0000000E+35  1.0000000E+35     3.1622777E+17
     129             38890.66        1.0000000E+35  1.0000000E+35     3.1622777E+17
     130             38890.64        1.0000000E+35  1.0000000E+35     3.1622777E+17
     131             38890.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
     132             38890.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
     133             38890.26        1.0000000E+35  1.0000000E+35     3.1622777E+17
     134             38881.69        1.0000000E+35  1.0000000E+35     3.1622777E+17
     135             38878.77        1.0000000E+35  1.0000000E+35     3.1622777E+17
     136             38878.99        1.0000000E+35  1.0000000E+35     3.1622777E+17
     137             38876.80        1.0000000E+35  1.0000000E+35     3.1622777E+17
     138             38875.80        1.0000000E+35  1.0000000E+35     3.1622777E+17
     139             38875.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
     140             38872.15        1.0000000E+35  1.0000000E+35     3.1622777E+17
     141             38873.00        1.0000000E+35  1.0000000E+35     3.1622777E+17
     142             38874.72        1.0000000E+35  1.0000000E+35     3.1622777E+17
     143             38874.16        1.0000000E+35  1.0000000E+35     3.1622777E+17
     144             38874.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     145             38873.13        1.0000000E+35  1.0000000E+35     3.1622777E+17
     146             38871.31        1.0000000E+35  1.0000000E+35     3.1622777E+17
     147             38869.95        1.0000000E+35  1.0000000E+35     3.1622777E+17
     148             38870.05        1.0000000E+35  1.0000000E+35     3.1622777E+17
     149             38869.63        1.0000000E+35  1.0000000E+35     3.1622777E+17
     150             38870.16        1.0000000E+35  1.0000000E+35     3.1622777E+17
     151             38871.08        1.0000000E+35  1.0000000E+35     3.1622777E+17
     152             38869.85        1.0000000E+35  1.0000000E+35     3.1622777E+17
     153             38871.92        1.0000000E+35  1.0000000E+35     3.1622777E+17
     154             38874.02        1.0000000E+35  1.0000000E+35     3.1622777E+17
     155             38898.00        1.0000000E+35  1.0000000E+35     3.1622777E+17
     156             38897.83        1.0000000E+35  1.0000000E+35     3.1622777E+17
     157             38913.55        1.0000000E+35  1.0000000E+35     3.1622777E+17
     158             38912.65        1.0000000E+35  1.0000000E+35     3.1622777E+17
     159             38911.98        1.0000000E+35  1.0000000E+35     3.1622777E+17
     160             38919.08        1.0000000E+35  1.0000000E+35     3.1622777E+17
     161             38911.59        1.0000000E+35  1.0000000E+35     3.1622777E+17
     162             38911.55        1.0000000E+35  1.0000000E+35     3.1622777E+17
     163             38905.52        1.0000000E+35  1.0000000E+35     3.1622777E+17
     164             38874.86        1.0000000E+35  1.0000000E+35     3.1622777E+17
     165             38826.57        1.0000000E+35  1.0000000E+35     3.1622777E+17
     166             38830.45        1.0000000E+35  1.0000000E+35     3.1622777E+17
     167             38823.42        1.0000000E+35  1.0000000E+35     3.1622777E+17
     168             38822.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
     169             38809.29        1.0000000E+35  1.0000000E+35     3.1622777E+17
     170             38809.63        1.0000000E+35  1.0000000E+35     3.1622777E+17
     171             38809.06        1.0000000E+35  1.0000000E+35     3.1622777E+17
     172             38803.87        1.0000000E+35  1.0000000E+35     3.1622777E+17
     173             38803.76        1.0000000E+35  1.0000000E+35     3.1622777E+17
     174             38803.15        1.0000000E+35  1.0000000E+35     3.1622777E+17
     175             38802.45        1.0000000E+35  1.0000000E+35     3.1622777E+17
     176             38801.81        1.0000000E+35  1.0000000E+35     3.1622777E+17
     177             38801.19        1.0000000E+35  1.0000000E+35     3.1622777E+17
     178             38800.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     179             38800.92        1.0000000E+35  1.0000000E+35     3.1622777E+17
     180             38800.02        1.0000000E+35  1.0000000E+35     3.1622777E+17
     181             38798.92        1.0000000E+35  1.0000000E+35     3.1622777E+17
     182             38796.91        1.0000000E+35  1.0000000E+35     3.1622777E+17
     183             38795.74        1.0000000E+35  1.0000000E+35     3.1622777E+17
     184             38795.48        1.0000000E+35  1.0000000E+35     3.1622777E+17
     185             38794.41        1.0000000E+35  1.0000000E+35     3.1622777E+17
     186             38794.45        1.0000000E+35  1.0000000E+35     3.1622777E+17
     187             38794.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
     188             38793.70        1.0000000E+35  1.0000000E+35     3.1622777E+17
     189             38793.58        1.0000000E+35  1.0000000E+35     3.1622777E+17
     190             38793.29        1.0000000E+35  1.0000000E+35     3.1622777E+17
     191             38793.41        1.0000000E+35  1.0000000E+35     3.1622777E+17
     192             38793.03        1.0000000E+35  1.0000000E+35     3.1622777E+17
     193             38793.07        1.0000000E+35  1.0000000E+35     3.1622777E+17
     194             38794.11        1.0000000E+35  1.0000000E+35     3.1622777E+17
     195             38785.59        1.0000000E+35  1.0000000E+35     3.1622777E+17
     196             38786.50        1.0000000E+35  1.0000000E+35     3.1622777E+17
     197             38786.79        1.0000000E+35  1.0000000E+35     3.1622777E+17
     198             38785.81        1.0000000E+35  1.0000000E+35     3.1622777E+17
     199             38786.80        1.0000000E+35  1.0000000E+35     3.1622777E+17
     200             38786.84        1.0000000E+35  1.0000000E+35     3.1622777E+17
     201             38786.92        1.0000000E+35  1.0000000E+35     3.1622777E+17
     202             38812.15        1.0000000E+35  1.0000000E+35     3.1622777E+17
     203             38829.10        1.0000000E+35  1.0000000E+35     3.1622777E+17
     204             38339.00        1.0000000E+35  1.0000000E+35     3.1622777E+17
     205             38349.22        1.0000000E+35  1.0000000E+35     3.1622777E+17
     206             38343.84        1.0000000E+35  1.0000000E+35     3.1622777E+17
     207             38343.41        1.0000000E+35  1.0000000E+35     3.1622777E+17
     208             38348.48        1.0000000E+35  1.0000000E+35     3.1622777E+17
     209             38347.99        1.0000000E+35  1.0000000E+35     3.1622777E+17
     210             38347.58        1.0000000E+35  1.0000000E+35     3.1622777E+17
     211             38347.56        1.0000000E+35  1.0000000E+35     3.1622777E+17
     212             38347.65        1.0000000E+35  1.0000000E+35     3.1622777E+17
     213             38347.56        1.0000000E+35  1.0000000E+35     3.1622777E+17
     214             38347.50        1.0000000E+35  1.0000000E+35     3.1622777E+17
     215             38347.03        1.0000000E+35  1.0000000E+35     3.1622777E+17
     216             38347.05        1.0000000E+35  1.0000000E+35     3.1622777E+17
     217             38347.13        1.0000000E+35  1.0000000E+35     3.1622777E+17
     218             38346.25        1.0000000E+35  1.0000000E+35     3.1622777E+17
     219             38346.25        1.0000000E+35  1.0000000E+35     3.1622777E+17
     220             38342.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     221             38340.49        1.0000000E+35  1.0000000E+35     3.1622777E+17
     222             38325.86        1.0000000E+35  1.0000000E+35     3.1622777E+17
     223             38321.93        1.0000000E+35  1.0000000E+35     3.1622777E+17
     224             35683.26        1.0000000E+35  1.0000000E+35     3.1622777E+17
     225             34897.69        1.0000000E+35  1.0000000E+35     3.1622777E+17
     226             34886.67        1.0000000E+35  1.0000000E+35     3.1622777E+17
     227             34889.62        1.0000000E+35  1.0000000E+35     3.1622777E+17
     228             34895.48        1.0000000E+35  1.0000000E+35     3.1622777E+17
     229             34868.88        1.0000000E+35  1.0000000E+35     3.1622777E+17
     230             34868.90        1.0000000E+35  1.0000000E+35     3.1622777E+17
     231             34880.42        1.0000000E+35  1.0000000E+35     3.1622777E+17
     232             34886.09        1.0000000E+35  1.0000000E+35     3.1622777E+17
     233             34883.60        1.0000000E+35  1.0000000E+35     3.1622777E+17
     234             34795.70        1.0000000E+35  1.0000000E+35     3.1622777E+17
     235             34821.38        1.0000000E+35  1.0000000E+35     3.1622777E+17
     236             35509.88        1.0000000E+35  1.0000000E+35     3.1622777E+17
     237             36050.14        1.0000000E+35  1.0000000E+35     3.1622777E+17
     238             36049.87        1.0000000E+35  1.0000000E+35     3.1622777E+17
     239             36050.08        1.0000000E+35  1.0000000E+35     3.1622777E+17
     240             36048.16        1.0000000E+35  1.0000000E+35     3.1622777E+17
     241             36048.16        1.0000000E+35  1.0000000E+35     3.1622777E+17
     242             36022.68        1.0000000E+35  1.0000000E+35     3.1622777E+17
     243             36017.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
     244             36018.32        1.0000000E+35  1.0000000E+35     3.1622777E+17
     245             36011.81        1.0000000E+35  1.0000000E+35     3.1622777E+17
     246             35750.48        1.0000000E+35  1.0000000E+35     3.1622777E+17
     247             35404.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
     248             35376.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     249             35377.15        1.0000000E+35  1.0000000E+35     3.1622777E+17
     250             35382.15        1.0000000E+35  1.0000000E+35     3.1622777E+17
     251             35379.46        1.0000000E+35  1.0000000E+35     3.1622777E+17
     252             35381.95        1.0000000E+35  1.0000000E+35     3.1622777E+17
     253             35317.36        1.0000000E+35  1.0000000E+35     3.1622777E+17
     254             35313.41        1.0000000E+35  1.0000000E+35     3.1622777E+17
     255             35313.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
     256             35303.41        1.0000000E+35  1.0000000E+35     3.1622777E+17
     257             35284.77        1.0000000E+35  1.0000000E+35     3.1622777E+17
     258             35266.28        1.0000000E+35  1.0000000E+35     3.1622777E+17
     259             35235.57        1.0000000E+35  1.0000000E+35     3.1622777E+17
     260             35246.89        1.0000000E+35  1.0000000E+35     3.1622777E+17
     261             35257.12        1.0000000E+35  1.0000000E+35     3.1622777E+17
     262             35257.10        1.0000000E+35  1.0000000E+35     3.1622777E+17
     263             35253.74        1.0000000E+35  1.0000000E+35     3.1622777E+17
     264             35253.92        1.0000000E+35  1.0000000E+35     3.1622777E+17
     265             35261.44        1.0000000E+35  1.0000000E+35     3.1622777E+17
     266             35265.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     267             35254.59        1.0000000E+35  1.0000000E+35     3.1622777E+17
     268             35254.28        1.0000000E+35  1.0000000E+35     3.1622777E+17
     269             35244.94        1.0000000E+35  1.0000000E+35     3.1622777E+17
     270             35255.83        1.0000000E+35  1.0000000E+35     3.1622777E+17
     271             35257.56        1.0000000E+35  1.0000000E+35     3.1622777E+17
     272             35264.96        1.0000000E+35  1.0000000E+35     3.1622777E+17
     273             35265.46        1.0000000E+35  1.0000000E+35     3.1622777E+17
     274             35265.38        1.0000000E+35  1.0000000E+35     3.1622777E+17
     275             35265.42        1.0000000E+35  1.0000000E+35     3.1622777E+17
     276             35266.33        1.0000000E+35  1.0000000E+35     3.1622777E+17
     277             35266.26        1.0000000E+35  1.0000000E+35     3.1622777E+17
     278             35266.33        1.0000000E+35  1.0000000E+35     3.1622777E+17
     279             35254.55        1.0000000E+35  1.0000000E+35     3.1622777E+17
     280             35248.51        1.0000000E+35  1.0000000E+35     3.1622777E+17
     281             35248.45        1.0000000E+35  1.0000000E+35     3.1622777E+17
     282             35248.45        1.0000000E+35  1.0000000E+35     3.1622777E+17
     283             35248.37        1.0000000E+35  1.0000000E+35     3.1622777E+17
     284             35245.06        1.0000000E+35  1.0000000E+35     3.1622777E+17
     285             35115.32        1.0000000E+35  1.0000000E+35     3.1622777E+17
     286             35103.46        1.0000000E+35  1.0000000E+35     3.1622777E+17
     287             35103.61        1.0000000E+35  1.0000000E+35     3.1622777E+17
     288             35097.78        1.0000000E+35  1.0000000E+35     3.1622777E+17
     289             35097.44        1.0000000E+35  1.0000000E+35     3.1622777E+17
     290             35095.22        1.0000000E+35  1.0000000E+35     3.1622777E+17
     291             35095.07        1.0000000E+35  1.0000000E+35     3.1622777E+17
     292             35098.74        1.0000000E+35  1.0000000E+35     3.1622777E+17
     293             35099.77        1.0000000E+35  1.0000000E+35     3.1622777E+17
     294             35099.59        1.0000000E+35  1.0000000E+35     3.1622777E+17
     295             35099.58        1.0000000E+35  1.0000000E+35     3.1622777E+17
     296             35099.60        1.0000000E+35  1.0000000E+35     3.1622777E+17
     297             35099.64        1.0000000E+35  1.0000000E+35     3.1622777E+17
     298             35099.66        1.0000000E+35  1.0000000E+35     3.1622777E+17
     299             35098.67        1.0000000E+35  1.0000000E+35     3.1622777E+17
     300             35098.62        1.0000000E+35  1.0000000E+35     3.1622777E+17
     301             35098.70        1.0000000E+35  1.0000000E+35     3.1622777E+17
     302             35098.70        1.0000000E+35  1.0000000E+35     3.1622777E+17
     303             35100.19        1.0000000E+35  1.0000000E+35     3.1622777E+17
     304             35104.97        1.0000000E+35  1.0000000E+35     3.1622777E+17
     305             35109.22        1.0000000E+35  1.0000000E+35     3.1622777E+17
     306             35114.08        1.0000000E+35  1.0000000E+35     3.1622777E+17
     307             35115.77        1.0000000E+35  1.0000000E+35     3.1622777E+17
     308             35116.15        1.0000000E+35  1.0000000E+35     3.1622777E+17
     309             35116.19        1.0000000E+35  1.0000000E+35     3.1622777E+17
     310             35116.18        1.0000000E+35  1.0000000E+35     3.1622777E+17
     311             35127.36        1.0000000E+35  1.0000000E+35     3.1622777E+17
     312             35065.47        1.0000000E+35  1.0000000E+35     3.1622777E+17
     313             35038.46        1.0000000E+35  1.0000000E+35     3.1622777E+17
     314             33925.84        1.0000000E+35  1.0000000E+35     3.1622777E+17
     315             33925.44        1.0000000E+35  1.0000000E+35     3.1622777E+17
     316             33925.78        1.0000000E+35  1.0000000E+35     3.1622777E+17
     317             33931.39        1.0000000E+35  1.0000000E+35     3.1622777E+17
     318             33931.24        1.0000000E+35  1.0000000E+35     3.1622777E+17
     319             33936.71        1.0000000E+35  1.0000000E+35     3.1622777E+17
     320             33936.11        1.0000000E+35  1.0000000E+35     3.1622777E+17
     321             33933.28        1.0000000E+35  1.0000000E+35     3.1622777E+17
     322             33932.88        1.0000000E+35  1.0000000E+35     3.1622777E+17
     323             33924.78        1.0000000E+35  1.0000000E+35     3.1622777E+17
     324             33919.45        1.0000000E+35  1.0000000E+35     3.1622777E+17
     325             33917.39        1.0000000E+35  1.0000000E+35     3.1622777E+17
     326             33908.99        1.0000000E+35  1.0000000E+35     3.1622777E+17
     327             33904.23        1.0000000E+35  1.0000000E+35     3.1622777E+17
     328             33889.55        1.0000000E+35  1.0000000E+35     3.1622777E+17
     329             33882.12        1.0000000E+35  1.0000000E+35     3.1622777E+17
     330             33872.50        1.0000000E+35  1.0000000E+35     3.1622777E+17
     440             33572.10        1.0000000E+35  1.0000000E+35     3.1622777E+17
     550             33658.86        1.0000000E+35  1.0000000E+35     3.1622777E+17
     660             33377.82        1.0000000E+35  1.0000000E+35     3.1622777E+17
     770             31706.91        1.0000000E+35  1.0000000E+35     3.1622777E+17
     880             28191.99        1.0000000E+35  1.0000000E+35     3.1622777E+17
     990             26974.62        1.0000000E+35  1.0000000E+35     3.1622777E+17
